"Numero_Fiche";"Bloc_Competences_Code";"Bloc_Competences_Libelle"
"RNCP39599";"RNCP39599BC03";"Amélioration des systèmes QHSE et orientations Développement Durable/RSE"
"RNCP39599";"RNCP39599BC01";"Mise en place et pilotage d’une démarche QHSE"
"RNCP39600";"RNCP39600BC03";" Rédaction d’actes spécifiques au droit de l’immobilier "
"RNCP39600";"RNCP39600BC02";"Rédaction d’actes spécifiques au droit de la famille"
"RNCP39600";"RNCP39600BC01";"Organisation de l’activité professionnelle notariale"
"RNCP39600";"RNCP39600BC04";" Rédaction d’actes spécifiques au droit de l’entreprise "
"RNCP39601";"RNCP39601BC03";"Organiser et piloter des projets internes ou externes du service"
"RNCP39601";"RNCP39601BC02";"Conseil en pilotage social de l'entreprise"
"RNCP39601";"RNCP39601BC01";" Garantir la conformité de la gestion sociale et paie"
"RNCP39602";"RNCP39602BC03";"Déployer une stratégie de marketing digital"
"RNCP39602";"RNCP39602BC01";"Définir le projet digital"
"RNCP39602";"RNCP39602BC05";"Gérer la performance et la conformité de la solution digitale "
"RNCP39602";"RNCP39602BC02";"Concevoir et produire un projet digital "
"RNCP39602";"RNCP39602BC06";"Développer une stratégie de communication digitale (spécialisation)"
"RNCP39602";"RNCP39602BC08";"Définir et mettre en œuvre d’une stratégie e-commerce (spécialisation)"
"RNCP39602";"RNCP39602BC04";"Piloter un projet digital "
"RNCP39602";"RNCP39602BC07";"Développer une interface de produit UX/UI (spécialisation)"
"RNCP39603";"RNCP39603BC02";"Gérer la dimension administrative et financière d’un projet culturel"
"RNCP39603";"RNCP39603BC03";"Mettre en œuvre un projet culturel"
"RNCP39603";"RNCP39603BC01";"Définir un projet culturel "
"RNCP39603";"RNCP39603BC04";"Elaborer et déployer une stratégie marketing et communication autour d’un projet culturel"
"RNCP39604";"RNCP39604BC04";"Pilotage de la gestion administrative et réglementaire du personnel"
"RNCP39604";"RNCP39604BC05";"Contribution au pilotage de la performance de l’organisation et à l’amélioration continue"
"RNCP39604";"RNCP39604BC03";"Accompagnement du dialogue et du climat social"
"RNCP39604";"RNCP39604BC02";"Pilotage et optimisation du processus de recrutement et de développement des compétences"
"RNCP39604";"RNCP39604BC01";"Accompagnement de la mise en œuvre de la politique RH et RSE "
"RNCP39605";"RNCP39605BC03";"Réaliser une création graphique ou numérique responsable"
"RNCP39605";"RNCP39605BC02";"Elaborer et présenter un projet de communication graphique ou numérique"
"RNCP39605";"RNCP39605BC04";"Piloter la conception graphique et numérique"
"RNCP39605";"RNCP39605BC01";"Analyser le besoin de communication graphique ou numérique"
"RNCP39606";"RNCP39606BC03";"Contribuer à la gestion administrative de l’agence de recrutement"
"RNCP39606";"RNCP39606BC01";"Construire et mettre en oeuvre le processus d’acquisition des talents"
"RNCP39606";"RNCP39606BC02";"Contribuer au développement commercial de l’agence de recrutement"
"RNCP39607";"RNCP39607BC03";"Réaliser une transaction de gemme intégrant une analyse des risques, de la dynamique du marché et du cadre réglementaire"
"RNCP39607";"RNCP39607BC02";"Réaliser un appui-conseil sur des pièces de bijouterie joaillerie existantes ou à l’état de projet"
"RNCP39607";"RNCP39607BC01";"Expertiser des gemmes en vue d’établir le rapport d’analyse gemmologique"
"RNCP39608";"RNCP39608BC04";"Gérer les projets numériques et collaborer à l'amélioration continue des systèmes d'information"
"RNCP39608";"RNCP39608BC03";"Élaborer, intégrer et optimiser les architectures de systèmes d'information et garantir l'industrialisation du développement"
"RNCP39608";"RNCP39608BC02";"Concevoir et réaliser des applications et des services back-end sur des architectures serveur complexes"
"RNCP39608";"RNCP39608BC01";"Concevoir et réaliser des interfaces utilisateurs adaptatives et des expériences interactives front-end"
"RNCP39609";"RNCP39609BC04";"Piloter un projet devops de développement d’une solution digitale"
"RNCP39609";"RNCP39609BC03";"Développer la partie back-end d’une solution digitale"
"RNCP39609";"RNCP39609BC02";"Développer la partie front-end d’une solution digitale"
"RNCP39609";"RNCP39609BC01";"Concevoir un projet de développement digital sécurisé"
"RNCP39610";"RNCP39610BC01";"Participer à la définition de la stratégie commerciale d'une agence bancaire / d'assurance ou courtage"
"RNCP39610";"RNCP39610BC04";"Concevoir une solution globale et personnalisée de produits d'assurances et financiers pour les particuliers et les professionnels"
"RNCP39610";"RNCP39610BC02";"Fidéliser et développer son portefeuille client dans un contexte omnicanal et une démarche RSE"
"RNCP39610";"RNCP39610BC03";"Accompagner les clients et commercialiser des produits d'assurances et financiers dans le respect du cadre règlementaire"
"RNCP39611";"RNCP39611BC01";"Administrer et optimiser les systèmes d'exploitation et la virtualisation pour la sécurité et la performance"
"RNCP39611";"RNCP39611BC04";"Conduire la gestion de projets d'infrastructure systèmes et réseaux sécurisée"
"RNCP39611";"RNCP39611BC02";"Configurer et administrer l'infrastructure réseau et les solutions cloud"
"RNCP39611";"RNCP39611BC03";"Élaborer et mettre en œuvre des stratégies de cybersécurité et de protection des données"
"RNCP39612";"RNCP39612BC01";"BLOC 1 : Développer les ventes en garantissant une EXPERIENCE CLIENT omnicanale mode, luxe et  beauté personnalisée"
"RNCP39612";"RNCP39612BC04";"BLOC 4 : Piloter la gestion budgétaire et opérationnelle d’un axe, rayon, espace ou secteur mode, Luxe, beauté"
"RNCP39612";"RNCP39612BC03";"BLOC 3 : Mettre en œuvre la stratégie commerciale et initier des plans d’action spécifiques sur le floor"
"RNCP39612";"RNCP39612BC02";"BLOC 2 : Animer et manager une équipe retail Mode, luxe, beauté, pour garantir la performance commerciale "
"RNCP39613";"RNCP39613BC04";"Développer un portefeuille de clients bancassurance de professionnels et agriculteurs"
"RNCP39613";"RNCP39613BC02";"Conseiller et assurer la commercialisation de services et produits d’assurances, d’épargne et de solutions de financement à titre personnel ou au titre de leur activité professionnelle "
"RNCP39613";"RNCP39613BC01";"Accueillir, prendre en charge des clients bancassurance professionnels /agriculteurs dans un environnement multicanal"
"RNCP39613";"RNCP39613BC03";"Assurer la gestion proactive de la relation client et la résolution des incidents"
"RNCP39614";"RNCP39614BC03";"Mener un coaching collectif"
"RNCP39614";"RNCP39614BC02";" Mener un coaching professionnel individuel"
"RNCP39614";"RNCP39614BC01";"Formaliser une demande de coaching professionnel"
"RNCP39614";"RNCP39614BC04";"Créer son activité de coaching"
"RNCP39615";"RNCP39615BC02";"Instruire le dossier sinistre dans un environnement juridique et technique spécifique"
"RNCP39615";"RNCP39615BC03";"Régler le sinistre dans le respect des procédures internes"
"RNCP39615";"RNCP39615BC01";"Gérer la relation avec la victime et toutes les parties impliquées dans le sinistre"
"RNCP39615";"RNCP39615BC04";"Négocier tout au long du dossier en vue d’une transaction finale "
"RNCP39616";"RNCP39616BC01";"Traduire la stratégie Ressources Humaines en actions tactiques et opérationnelles"
"RNCP39616";"RNCP39616BC03";"Prendre en charge les formalités juridiques du Droit individuel et du Droit collectif du travail"
"RNCP39616";"RNCP39616BC02";"Administrer les Ressources Humaines"
"RNCP39616";"RNCP39616BC04";"Accompagner les actions de GEPP (Gestion des Emplois et des Parcours Professionnels) de l'entreprise"
"RNCP39616";"RNCP39616BC05";"Piloter les actions de recrutement des profils non-cadres"
"RNCP39617";"RNCP39617BC02";"Pilotage de la mise en œuvre de la solution technique d’intégration des procédés"
"RNCP39617";"RNCP39617BC01";"Recherche de solutions d’amélioration des moyens de production"
"RNCP39618";"RNCP39618BC01";"Réaliser la conception technique d'une application web"
"RNCP39618";"RNCP39618BC04";"Déployer et maintenir une application web"
"RNCP39618";"RNCP39618BC02";"Organiser et piloter la chaîne de production d'une application web"
"RNCP39618";"RNCP39618BC03";"Développer une application web"
"RNCP39619";"RNCP39619BC01";"Accompagner et gérer un client dans un établissement bancaire et/ou assurance "
"RNCP39619";"RNCP39619BC02";"Conseiller ses clients, entreprises et particuliers, sur des produits d'épargne et de placements  "
"RNCP39619";"RNCP39619BC03";"Proposer des solutions de financement et d'investissement à ses clients entreprises et particuliers "
"RNCP39620";"RNCP39620BC03";"Maintenir le parc informatique de l’entreprise"
"RNCP39620";"RNCP39620BC02";"Sécuriser le parc informatique de l’entreprise"
"RNCP39620";"RNCP39620BC04";"Gérer les demandes informatiques des utilisateurs en entreprise"
"RNCP39620";"RNCP39620BC01";"Déployer l’infrastructure système et réseau de l’entreprise "
"RNCP39621";"RNCP39621BC02";"Développer une stratégie d’isolation de l’enveloppe du bâtiment en répondant aux attentes du maître d’ouvrage"
"RNCP39621";"RNCP39621BC05";"Accompagner le maître d'ouvrage jusqu'à la réception des travaux et s'assurer de leur impact énergétique dans la durée"
"RNCP39621";"RNCP39621BC04";"Accompagner le maître d'ouvrage dans la préparation technique et financière de son projet de rénovation énergétique"
"RNCP39621";"RNCP39621BC03";"Développer une stratégie d’amélioration de la performance des systèmes (ventilation, production de chauffage, ECS, électricité spécifique) en répondant aux attentes du maître d’ouvrage"
"RNCP39621";"RNCP39621BC01";"Réaliser l'état des lieux d'un bâtiment en vue d'un projet de rénovation énergétique"
"RNCP39622";"RNCP39622BC01";"Superviser l'exploitation des salles de jeux"
"RNCP39622";"RNCP39622BC02";"Manager au quotidien"
"RNCP39622";"RNCP39622BC03";"Gérer la relation client"
"RNCP39623";"RNCP39623BC02";"Développer une application informatique sous la responsabilité de son hiérarchique"
"RNCP39623";"RNCP39623BC04";"Déployer et maintenir une application informatique"
"RNCP39623";"RNCP39623BC01";"Concevoir un processus de traitement des données "
"RNCP39623";"RNCP39623BC03";"Développer une application web et mobile sous la responsabilité de son hiérarchique"
"RNCP39624";"RNCP39624BC02";"Mettre en oeuvre les opérations contractuelles et règlementaires d'un projet artistique"
"RNCP39624";"RNCP39624BC01";"Assurer la gestion du budget et des ressources d'un projet artistique"
"RNCP39624";"RNCP39624BC04";"Promouvoir un projet artistique"
"RNCP39624";"RNCP39624BC03";"Organiser la production et l'exploitation d'un projet artistique"
"RNCP39625";"RNCP39625BC02";"Manager les équipes des services restauration et hébergement"
"RNCP39625";"RNCP39625BC01";"Contribuer à la gestion de l’établissement de restauration et d’hébergement"
"RNCP39625";"RNCP39625BC03";"Mettre en œuvre la commercialisation de l’offre de service et gérer l’image de l’établissement"
"RNCP39626";"RNCP39626BC03";"Contribuer à l'organisation et  la mise en œuvre de l'action commerciale 	"
"RNCP39626";"RNCP39626BC02";"Assurer l'ensemble des tâches comptables et la gestion administrative du personnel"
"RNCP39626";"RNCP39626BC01";"Réaliser l'ensemble des tâches administratives nécessaires au fonctionnement de l'entreprise 	"
"RNCP39626";"RNCP39626BC04";"Collaborer au pilotage de l'entreprise en adéquation avec sa culture"
"RNCP39627";"RNCP39627BC02";"Analyser et piloter l’activité économique et financière d’une entreprise artisanale du bâtiment"
"RNCP39627";"RNCP39627BC01";"Elaborer la stratégie globale et gérer les projets de développement d’une entreprise artisanale du bâtiment"
"RNCP39627";"RNCP39627BC03";"Gérer les ressources humaines et diriger l’équipe d’une entreprise artisanale du bâtiment "
"RNCP39627";"RNCP39627BC05";"Piloter des chantiers dans une entreprise artisanale du bâtiment "
"RNCP39627";"RNCP39627BC04";"Piloter l’activité commerciale et la communication externe dans une entreprise artisanale du bâtiment "
